plank rolls,30
in and out abs,30
climber taps,30
one arm plank,30
russian twists,30
breaktime,30
sit ups,30
X crunches,30
elevated crunches,30
L sit,30
shoulder stand,30
breaktime,30
reverse crunches,30
leg raises,30
hollow hold,30
snow angels,30
mason twists,30
breaktime,30
wipers,30
body saw plank,30
plank raises,30
bicycle crunches,30
plank ups,30
breaktime,30
spiderman plank,30
raised plank hold,30
supine bicycle,30
